,cand_nm,contbr_zip,contbr_occupation,contb_receipt_amt,occ_cat,converted_date,zip,income
26,"Sanders, Bernard",20001,PROF,250.0,education,201902,20001.0,85976.0
28,"Sanders, Bernard",20001,PROF,375.0,education,201903,20001.0,85976.0
29,"Sanders, Bernard",20037,LAWYER,250.0,law,201902,20037.0,78176.0
30,"Sanders, Bernard",20018,PROGRAM MANAGER,3.0,business/gov,201903,20018.0,58821.0
31,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201903,20010.0,66404.0
32,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
33,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
34,"Sanders, Bernard",20002,ATTORNEY,100.0,law,201902,20002.0,74303.0
35,"Sanders, Bernard",20008,LAWYER,100.0,law,201903,20008.0,111074.0
36,"Sanders, Bernard",20009,LAWYER,500.0,law,201903,20009.0,94213.0
37,"Sanders, Bernard",20007,IT,1.0,it,201903,20007.0,119267.0
38,"Sanders, Bernard",20001,WEB DEVELOPER / PARTNER,50.0,it,201903,20001.0,85976.0
39,"Sanders, Bernard",20003,ATTORNEY,27.0,law,201903,20003.0,112083.0
40,"Sanders, Bernard",20016,ATTORNEY,15.0,law,201903,20016.0,124080.0
41,"Sanders, Bernard",20010,NOT EMPLOYED,102.0,not employed or unknown,201903,20010.0,66404.0
42,"Sanders, Bernard",20003,ATTORNEY,5.0,law,201903,20003.0,112083.0
43,"Sanders, Bernard",20024,NOT EMPLOYED,120.0,not employed or unknown,201903,20024.0,72389.0
44,"Sanders, Bernard",20003,MANAGER POLITICAL INTELLIGENCE,30.86,business/gov,201902,20003.0,112083.0
45,"Sanders, Bernard",20009,LAWYER,500.0,law,201902,20009.0,94213.0
46,"Sanders, Bernard",20010,ADVOCATE,27.0,other,201903,20010.0,66404.0
47,"Sanders, Bernard",20003,CIVIL SERVICE,250.0,other,201902,20003.0,112083.0
48,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201903,20010.0,66404.0
49,"Sanders, Bernard",20002,ATTORNEY,100.0,law,201902,20002.0,74303.0
50,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201902,20010.0,66404.0
51,"Sanders, Bernard",20011,GOVERNANCE COORDINATOR,500.0,other,201902,20011.0,62281.0
52,"Sanders, Bernard",20009,MUSICIAN,500.0,artist/comm,201903,20009.0,94213.0
53,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
54,"Sanders, Bernard",20007,IT,5.0,it,201903,20007.0,119267.0
55,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
56,"Sanders, Bernard",20001,ANALYST,250.0,business/gov,201902,20001.0,85976.0
57,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
58,"Sanders, Bernard",20007,CONSULTANT,250.0,business/gov,201902,20007.0,119267.0
59,"Sanders, Bernard",20005,SOFTWARE DEVELOPER,100.0,it,201903,20005.0,87676.0
60,"Sanders, Bernard",20005,ATTORNEY,50.0,law,201902,20005.0,87676.0
61,"Sanders, Bernard",20007,EXECUTIVE DIRECTOR,3.0,leadership,201903,20007.0,119267.0
62,"Sanders, Bernard",20037,BUSINESS DEVELOPMENT,100.0,other,201903,20037.0,78176.0
63,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
64,"Sanders, Bernard",20037,BUSINESS DEVELOPMENT,27.0,other,201903,20037.0,78176.0
65,"Sanders, Bernard",20015,ATTORNEY,50.0,law,201903,20015.0,161352.0
66,"Sanders, Bernard",20006,LAWYER,250.0,law,201903,20006.0,34125.0
67,"Sanders, Bernard",20012,FEDERAL ANALYST,250.0,business/gov,201903,20012.0,80991.0
68,"Sanders, Bernard",20003,POSTDOCTORAL RESEARCHER,27.0,science,201903,20003.0,112083.0
69,"Sanders, Bernard",20001,ADVISOR,23.86,other,201903,20001.0,85976.0
70,"Sanders, Bernard",20012,PHYSICIAN,27.0,healthcare,201903,20012.0,80991.0
71,"Sanders, Bernard",20016,ENGINEER,50.0,it,201903,20016.0,124080.0
72,"Sanders, Bernard",20037,NOT EMPLOYED,3.0,not employed or unknown,201903,20037.0,78176.0
73,"Sanders, Bernard",20003,POSTDOCTORAL RESEARCHER,20.0,science,201903,20003.0,112083.0
74,"Sanders, Bernard",20015,ATTORNEY,3.0,law,201903,20015.0,161352.0
75,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
76,"Sanders, Bernard",20003,INTERPRETER/TRANSLATOR,100.0,other,201903,20003.0,112083.0
77,"Sanders, Bernard",20007,IT,1.0,it,201903,20007.0,119267.0
78,"Sanders, Bernard",20003,TEACHER,100.0,education,201903,20003.0,112083.0
79,"Sanders, Bernard",20003,RESEARCHER,27.0,science,201902,20003.0,112083.0
80,"Sanders, Bernard",20007,IT,1.0,it,201903,20007.0,119267.0
81,"Sanders, Bernard",20007,IT,27.0,it,201903,20007.0,119267.0
82,"Sanders, Bernard",20007,ATTORNEY,100.0,law,201903,20007.0,119267.0
83,"Sanders, Bernard",20011,BOOKSELLER,250.0,other,201902,20011.0,62281.0
84,"Sanders, Bernard",20015,ATTORNEY,35.0,law,201903,20015.0,161352.0
86,"Sanders, Bernard",20010,PROJECT MANAGER,100.0,business/gov,201902,20010.0,66404.0
87,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201903,20010.0,66404.0
88,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201903,20010.0,66404.0
89,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
90,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201902,20010.0,66404.0
91,"Sanders, Bernard",20001,ADVISOR,3.0,other,201903,20001.0,85976.0
93,"Sanders, Bernard",20015,PRESIDENT,500.0,leadership,201902,20015.0,161352.0
94,"Sanders, Bernard",20007,EXECUTIVE DIRECTOR,15.0,leadership,201903,20007.0,119267.0
95,"Sanders, Bernard",20010,INVESTIGATOR,95.0,law,201903,20010.0,66404.0
96,"Sanders, Bernard",20002,ATTORNEY,100.0,law,201903,20002.0,74303.0
97,"Sanders, Bernard",20003,ATTORNEY,75.0,law,201902,20003.0,112083.0
98,"Sanders, Bernard",20009,STAFF ASSISTANT FOR ECONOMIC ANALYSIS,27.0,science,201903,20009.0,94213.0
99,"Sanders, Bernard",20003,POSTDOCTORAL RESEARCHER,10.0,science,201903,20003.0,112083.0
100,"Sanders, Bernard",20007,IT,5.0,it,201903,20007.0,119267.0
101,"Sanders, Bernard",20009,BIOMEDICAL LIFE SCIENTIST,27.0,science,201903,20009.0,94213.0
104,"Sanders, Bernard",20003,INSTRUCTIONAL DESIGNER,100.0,artist/comm,201903,20003.0,112083.0
105,"Sanders, Bernard",20001,ADVISOR,200.0,other,201902,20001.0,85976.0
106,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201903,20010.0,66404.0
107,"Sanders, Bernard",20001,ADVISOR,10.0,other,201903,20001.0,85976.0
108,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201903,20010.0,66404.0
109,"Sanders, Bernard",20008,LAWYER,100.0,law,201903,20008.0,111074.0
110,"Sanders, Bernard",20003,MANAGER POLITICAL INTELLIGENCE,69.99,business/gov,201903,20003.0,112083.0
111,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
112,"Buttigieg, Pete",20001,ATTORNEY,250.0,law,201903,20001.0,85976.0
113,"Buttigieg, Pete",20001,LAWYER,250.0,law,201903,20001.0,85976.0
114,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201902,20010.0,66404.0
115,"Buttigieg, Pete",20009,EXECUTICE,250.0,other,201903,20009.0,94213.0
116,"Buttigieg, Pete",20003,PROGRAM ANALYST,250.0,business/gov,201903,20003.0,112083.0
117,"Buttigieg, Pete",20009,ATTORNEY,500.0,law,201903,20009.0,94213.0
118,"Buttigieg, Pete",20009,ATTORNEY,33.29,law,201903,20009.0,94213.0
119,"Buttigieg, Pete",20009,NOT EMPLOYED,250.0,not employed or unknown,201902,20009.0,94213.0
120,"Buttigieg, Pete",20009,NOT EMPLOYED,250.0,not employed or unknown,201903,20009.0,94213.0
121,"Buttigieg, Pete",20009,NOT EMPLOYED,250.0,not employed or unknown,201903,20009.0,94213.0
122,"Buttigieg, Pete",20008,NATIONAL SECURITY ADVISOR,400.0,other,201903,20008.0,111074.0
123,"Buttigieg, Pete",20003,LAWYER,250.0,law,201901,20003.0,112083.0
124,"Buttigieg, Pete",20003,LAWYER,100.0,law,201902,20003.0,112083.0
125,"Buttigieg, Pete",20003,LAWYER,100.0,law,201903,20003.0,112083.0
126,"Buttigieg, Pete",20003,LAWYER,100.0,law,201903,20003.0,112083.0
127,"Buttigieg, Pete",20005,PUBLIC AFFAIRS CONSULTANT,1500.0,business/gov,201903,20005.0,87676.0
128,"Buttigieg, Pete",20015,ATTORNEY,250.0,law,201903,20015.0,161352.0
129,"Buttigieg, Pete",20002,POLICY ANALYST,100.0,business/gov,201903,20002.0,74303.0
130,"Buttigieg, Pete",20002,POLICY ANALYST,250.0,business/gov,201903,20002.0,74303.0
131,"Buttigieg, Pete",20002,POLICY ANALYST,25.0,business/gov,201903,20002.0,74303.0
132,"Buttigieg, Pete",20010,ATTORNEY,200.0,law,201903,20010.0,66404.0
133,"Buttigieg, Pete",20009,MUSICIAN,250.0,artist/comm,201903,20009.0,94213.0
134,"Sanders, Bernard",20010,PROJECT MANAGER,3.0,business/gov,201903,20010.0,66404.0
135,"Buttigieg, Pete",20016,COMMUNITY INVESTOR,200.0,other,201903,20016.0,124080.0
136,"Buttigieg, Pete",20010,SOFTWARE CONSULTING,200.0,it,201903,20010.0,66404.0
137,"Buttigieg, Pete",20015,ATTORNEY,500.0,law,201903,20015.0,161352.0
138,"Buttigieg, Pete",20007,PRESIDENT & CREATIVE DIRECTOR,250.0,leadership,201903,20007.0,119267.0
139,"Buttigieg, Pete",20008,RETIRED,500.0,retired,201903,20008.0,111074.0
140,"Buttigieg, Pete",20008,RETIRED,10.0,retired,201903,20008.0,111074.0
141,"Buttigieg, Pete",20003,LAWYER,250.0,law,201903,20003.0,112083.0
142,"Buttigieg, Pete",20009,DIGITAL MARKETING &ADVERTISING,250.0,other,201903,20009.0,94213.0
143,"Buttigieg, Pete",20009,DIGITAL MARKETING &ADVERTISING,25.0,other,201903,20009.0,94213.0
144,"Sanders, Bernard",20010,ADVOCATE,50.0,other,201903,20010.0,66404.0
145,"Buttigieg, Pete",20003,LAWYER,500.0,law,201903,20003.0,112083.0
146,"Buttigieg, Pete",20016,HUMANITARIAN ADVISOR,100.0,other,201903,20016.0,124080.0
147,"Buttigieg, Pete",20016,HUMANITARIAN ADVISOR,25.0,other,201903,20016.0,124080.0
148,"Buttigieg, Pete",20007,SVP,250.0,other,201903,20007.0,119267.0
149,"Buttigieg, Pete",20009,PARTNER,500.0,leadership,201902,20009.0,94213.0
150,"Buttigieg, Pete",20009,PARTNER,250.0,leadership,201903,20009.0,94213.0
151,"Buttigieg, Pete",20002,ATTORNEY,250.0,law,201903,20002.0,74303.0
152,"Buttigieg, Pete",20009,ATTORNEY,2800.0,law,201903,20009.0,94213.0
153,"Buttigieg, Pete",20008,CONSULTANT,250.0,business/gov,201903,20008.0,111074.0
154,"Buttigieg, Pete",20008,CONSULTANT,500.0,business/gov,201903,20008.0,111074.0
155,"Buttigieg, Pete",20007,NOT EMPLOYED,2700.0,not employed or unknown,201903,20007.0,119267.0
156,"Buttigieg, Pete",20015,DIRECTOR OF MARKETING,250.0,leadership,201903,20015.0,161352.0
157,"Buttigieg, Pete",20009,NOT EMPLOYED,500.0,not employed or unknown,201903,20009.0,94213.0
158,"Buttigieg, Pete",20015,STUDENT,50.0,education,201903,20015.0,161352.0
159,"Buttigieg, Pete",20009,EXECUTVE,500.0,other,201901,20009.0,94213.0
160,"Buttigieg, Pete",20016,ARTS ADMINISTRATOR,50.0,other,201903,20016.0,124080.0
161,"Buttigieg, Pete",20003,NOT EMPLOYED,1000.0,not employed or unknown,201903,20003.0,112083.0
162,"Buttigieg, Pete",20008,ENGINEER,250.0,it,201903,20008.0,111074.0
163,"Buttigieg, Pete",20009,ATTORNEY,250.0,law,201903,20009.0,94213.0
164,"Buttigieg, Pete",20009,ATTORNEY,250.0,law,201903,20009.0,94213.0
165,"Buttigieg, Pete",20011,SENIOR ADVISOR,400.0,leadership,201903,20011.0,62281.0
166,"Buttigieg, Pete",20024,ATTORNEY,100.0,law,201903,20024.0,72389.0
167,"Buttigieg, Pete",20024,ATTORNEY,25.0,law,201903,20024.0,72389.0
168,"Buttigieg, Pete",20008,NOT EMPLOYED,500.0,not employed or unknown,201903,20008.0,111074.0
169,"Buttigieg, Pete",20009,PHILANTHROPIST,250.0,other,201902,20009.0,94213.0
170,"Buttigieg, Pete",20009,PHILANTHROPIST,250.0,other,201903,20009.0,94213.0
171,"Buttigieg, Pete",20016,ARTS ADMINISTRATOR,50.0,other,201903,20016.0,124080.0
172,"Buttigieg, Pete",20003,COO,250.0,other,201903,20003.0,112083.0
173,"Buttigieg, Pete",20003,COO,10.0,other,201903,20003.0,112083.0
174,"Buttigieg, Pete",20003,COO,50.0,other,201903,20003.0,112083.0
175,"Buttigieg, Pete",20003,NOT EMPLOYED,1000.0,not employed or unknown,201903,20003.0,112083.0
176,"Buttigieg, Pete",20008,NON-PROFIT EXECUTIVE,250.0,leadership,201903,20008.0,111074.0
177,"Buttigieg, Pete",20005,EXECUTIVE VICE PRESIDENT,500.0,leadership,201903,20005.0,87676.0
178,"Buttigieg, Pete",20003,FOUNDATION EXECUTIVE,500.0,leadership,201903,20003.0,112083.0
179,"Buttigieg, Pete",20003,FOUNDATION EXECUTIVE,500.0,leadership,201903,20003.0,112083.0
180,"Buttigieg, Pete",20008,CONSULTANT,1000.0,business/gov,201903,20008.0,111074.0
181,"Buttigieg, Pete",20015,POLICY ADVISOR,250.0,business/gov,201903,20015.0,161352.0
182,"Buttigieg, Pete",20004,ATTORNEY,200.0,law,201903,20004.0,135859.0
183,"Buttigieg, Pete",20008,CONSULTANT,500.0,business/gov,201903,20008.0,111074.0
184,"Buttigieg, Pete",20010,ATTORNEY,500.0,law,201903,20010.0,66404.0
185,"Buttigieg, Pete",20010,ATTORNEY,250.0,law,201903,20010.0,66404.0
186,"Buttigieg, Pete",20009,ATTORNEY,1000.0,law,201903,20009.0,94213.0
187,"Buttigieg, Pete",20011,CPA,250.0,other,201901,20011.0,62281.0
188,"Buttigieg, Pete",20011,CPA,500.0,other,201902,20011.0,62281.0
189,"Buttigieg, Pete",20037,SENIOR DIRECTOR,100.0,leadership,201903,20037.0,78176.0
190,"Buttigieg, Pete",20037,SENIOR DIRECTOR,50.0,leadership,201903,20037.0,78176.0
191,"Buttigieg, Pete",20009,NOT EMPLOYED,250.0,not employed or unknown,201903,20009.0,94213.0
192,"Buttigieg, Pete",20009,NOT EMPLOYED,500.0,not employed or unknown,201903,20009.0,94213.0
193,"Buttigieg, Pete",20005,MANAGING DIRECTOR,500.0,leadership,201903,20005.0,87676.0
194,"Buttigieg, Pete",20024,LAWYER,500.0,law,201903,20024.0,72389.0
195,"Buttigieg, Pete",20009,ANALYST,500.0,business/gov,201902,20009.0,94213.0
196,"Buttigieg, Pete",20009,ANALYST,75.0,business/gov,201903,20009.0,94213.0
197,"Buttigieg, Pete",20009,ANALYST,3.0,business/gov,201903,20009.0,94213.0
198,"Buttigieg, Pete",20009,ANALYST,500.0,business/gov,201903,20009.0,94213.0
199,"Buttigieg, Pete",20009,ANALYST,1500.0,business/gov,201903,20009.0,94213.0
200,"Buttigieg, Pete",20003,ATTORNEY,1500.0,law,201903,20003.0,112083.0
201,"Buttigieg, Pete",20003,ATTORNEY,500.0,law,201903,20003.0,112083.0
202,"Buttigieg, Pete",20002,ASSOCIATION EXEC,250.0,other,201903,20002.0,74303.0
203,"Sanders, Bernard",20008,SR POLICY ADVISOR,27.0,business/gov,201903,20008.0,111074.0
204,"Buttigieg, Pete",20009,CHEF INSTRUCTOR,200.0,education,201903,20009.0,94213.0
205,"Buttigieg, Pete",20009,LAWYER,32.57,law,201903,20009.0,94213.0
206,"Buttigieg, Pete",20005,ATTORNEY,250.0,law,201903,20005.0,87676.0
207,"Buttigieg, Pete",20005,ATTORNEY,31.07,law,201903,20005.0,87676.0
208,"Buttigieg, Pete",20005,ATTORNEY,250.0,law,201903,20005.0,87676.0
209,"Buttigieg, Pete",20015,PUBLIC RELATIONS,500.0,business/gov,201903,20015.0,161352.0
210,"Buttigieg, Pete",20009,PROFESSOR,250.0,education,201903,20009.0,94213.0
211,"Buttigieg, Pete",20003,LAWYER,500.0,law,201901,20003.0,112083.0
212,"Buttigieg, Pete",20008,NOT EMPLOYED,100.0,not employed or unknown,201903,20008.0,111074.0
213,"Buttigieg, Pete",20008,NOT EMPLOYED,250.0,not employed or unknown,201903,20008.0,111074.0
214,"Buttigieg, Pete",20001,INTEL ANALYST,25.0,business/gov,201903,20001.0,85976.0
215,"Buttigieg, Pete",20001,CONSULTANT,250.0,business/gov,201903,20001.0,85976.0
216,"Buttigieg, Pete",20001,CONSULTANT,2550.0,business/gov,201903,20001.0,85976.0
217,"Buttigieg, Pete",20005,LAWYER,2800.0,law,201903,20005.0,87676.0
218,"Buttigieg, Pete",20008,ENVIRONMENTAL CONSULTANT,200.0,business/gov,201903,20008.0,111074.0
219,"Buttigieg, Pete",20009,CEO,100.0,leadership,201903,20009.0,94213.0
220,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
221,"Buttigieg, Pete",20036,INVESTMENT MANAGER,250.0,business/gov,201902,20036.0,82829.0
222,"Buttigieg, Pete",20002,ATTORNEY,100.0,law,201903,20002.0,74303.0
223,"Buttigieg, Pete",20009,FOREIGN SERVICE OFFICER,250.0,law,201903,20009.0,94213.0
224,"Buttigieg, Pete",20037,ARTS MANAGEMENT CONSULTANT,2800.0,leadership,201902,20037.0,78176.0
225,"Buttigieg, Pete",20016,CONSULTANT,250.0,business/gov,201903,20016.0,124080.0
226,"Buttigieg, Pete",20001,DIVISION CHIEF,250.0,leadership,201903,20001.0,85976.0
227,"Buttigieg, Pete",20005,NOT EMPLOYED,1000.0,not employed or unknown,201903,20005.0,87676.0
228,"Buttigieg, Pete",20005,LAWYER,250.0,law,201903,20005.0,87676.0
229,"Buttigieg, Pete",20009,GOVERNMENT AFFAIRS,500.0,business/gov,201903,20009.0,94213.0
230,"Buttigieg, Pete",20002,ADMINISTRATOR,250.0,other,201902,20002.0,74303.0
231,"Buttigieg, Pete",20002,EDUCATION,250.0,education,201903,20002.0,74303.0
232,"Buttigieg, Pete",20037,NOT EMPLOYED,250.0,not employed or unknown,201902,20037.0,78176.0
233,"Buttigieg, Pete",20009,MORTGAGE BANKER,250.0,other,201903,20009.0,94213.0
234,"Buttigieg, Pete",20001,REAL ESTATE BROKER,250.0,real estate/construction,201903,20001.0,85976.0
235,"Buttigieg, Pete",20009,NOT EMPLOYED,250.0,not employed or unknown,201903,20009.0,94213.0
236,"Buttigieg, Pete",20008,REAL ESTATE BROKER,250.0,real estate/construction,201902,20008.0,111074.0
237,"Buttigieg, Pete",20007,SOFTWARE ENGINEER,500.0,it,201903,20007.0,119267.0
238,"Buttigieg, Pete",20011,MEDICAL CONSULTANT,100.0,business/gov,201903,20011.0,62281.0
239,"Buttigieg, Pete",20016,NOT EMPLOYED,2800.0,not employed or unknown,201903,20016.0,124080.0
240,"Buttigieg, Pete",20016,EXECUTIVE,400.0,leadership,201903,20016.0,124080.0
241,"Buttigieg, Pete",20036,RETIRED,500.0,retired,201903,20036.0,82829.0
242,"Buttigieg, Pete",20016,WRITER,2700.0,artist/comm,201903,20016.0,124080.0
243,"Buttigieg, Pete",20003,CONSULTANT,250.0,business/gov,201902,20003.0,112083.0
244,"Buttigieg, Pete",20003,CONSULTANT,250.0,business/gov,201903,20003.0,112083.0
245,"Buttigieg, Pete",20002,RETIRED,250.0,retired,201903,20002.0,74303.0
246,"Buttigieg, Pete",20002,RETIRED,60.34,retired,201903,20002.0,74303.0
247,"Buttigieg, Pete",20001,CONSULTANT,100.0,business/gov,201903,20001.0,85976.0
248,"Buttigieg, Pete",20008,REAL ESTATE BROKER,250.0,real estate/construction,201903,20008.0,111074.0
249,"Buttigieg, Pete",20007,MANAGEMENT CONSULTANT,250.0,leadership,201903,20007.0,119267.0
250,"Buttigieg, Pete",20007,CONSULTANT,250.0,business/gov,201903,20007.0,119267.0
251,"Buttigieg, Pete",20008,NOT EMPLOYED,500.0,not employed or unknown,201903,20008.0,111074.0
252,"Buttigieg, Pete",20001,ORTHODONTIST,250.0,other,201903,20001.0,85976.0
253,"Buttigieg, Pete",20011,SUPERVISION ADVISOR,100.0,other,201903,20011.0,62281.0
254,"Buttigieg, Pete",20009,DIGITAL STRATEGIST,250.0,other,201903,20009.0,94213.0
255,"Buttigieg, Pete",20008,NOT EMPLOYED,250.0,not employed or unknown,201902,20008.0,111074.0
256,"Buttigieg, Pete",20007,STRATEGIST,100.0,other,201903,20007.0,119267.0
257,"Buttigieg, Pete",20009,PUBLIC POLICY,500.0,business/gov,201903,20009.0,94213.0
258,"Buttigieg, Pete",20008,EXECUTIVE,500.0,leadership,201903,20008.0,111074.0
259,"Buttigieg, Pete",20016,ATTORNEY,250.0,law,201903,20016.0,124080.0
260,"Buttigieg, Pete",20019,FEDERAL SALES,25.0,sales,201903,20019.0,34739.0
261,"Buttigieg, Pete",20005,PROFESSOR,250.0,education,201903,20005.0,87676.0
262,"Buttigieg, Pete",20001,ATTORNEY,1000.0,law,201903,20001.0,85976.0
263,"Buttigieg, Pete",20009,NOT EMPLOYED,250.0,not employed or unknown,201901,20009.0,94213.0
264,"Sanders, Bernard",20005,ATTORNEY,100.0,law,201903,20005.0,87676.0
265,"Buttigieg, Pete",20037,NOT EMPLOYED,250.0,not employed or unknown,201903,20037.0,78176.0
266,"Buttigieg, Pete",20008,GOVERNMENT RELATIONS PROFESSIONAL,250.0,business/gov,201903,20008.0,111074.0
267,"Buttigieg, Pete",20036,ATTORNEY,250.0,law,201903,20036.0,82829.0
268,"Buttigieg, Pete",20019,FEDERAL SALES,250.0,sales,201903,20019.0,34739.0
269,"Buttigieg, Pete",20001,MANAGING DIRECTOR,500.0,leadership,201903,20001.0,85976.0
270,"Sanders, Bernard",20005,ATTORNEY,1000.0,law,201902,20005.0,87676.0
271,"Buttigieg, Pete",20009,LIBRARIAN,250.0,education,201903,20009.0,94213.0
272,"Buttigieg, Pete",20009,LAWYER,250.0,law,201901,20009.0,94213.0
273,"Buttigieg, Pete",20009,LAWYER,250.0,law,201903,20009.0,94213.0
274,"Buttigieg, Pete",20009,LAWYER,500.0,law,201903,20009.0,94213.0
275,"Buttigieg, Pete",20001,EXECUTIVE,500.0,leadership,201903,20001.0,85976.0
276,"Buttigieg, Pete",20010,PR,1000.0,other,201903,20010.0,66404.0
277,"Sanders, Bernard",20003,ATTORNEY,50.5,law,201902,20003.0,112083.0
279,"Sanders, Bernard",20016,ATTORNEY,250.0,law,201902,20016.0,124080.0
280,"Sanders, Bernard",20007,CEO,151.0,leadership,201903,20007.0,119267.0
281,"Sanders, Bernard",20007,IT,3.0,it,201903,20007.0,119267.0
282,"Sanders, Bernard",20010,ADVOCATE,27.0,other,201903,20010.0,66404.0
283,"Sanders, Bernard",20002,NOT EMPLOYED,15.0,not employed or unknown,201903,20002.0,74303.0
284,"Sanders, Bernard",20016,LAWYER,27.0,law,201908,20016.0,124080.0
285,"Sanders, Bernard",20016,LAWYER,27.0,law,201909,20016.0,124080.0
286,"Sanders, Bernard",20016,LAWYER,27.0,law,201909,20016.0,124080.0
287,"Sanders, Bernard",20016,LAWYER,9.0,law,201908,20016.0,124080.0
288,"Buttigieg, Pete",20010,RESEARCHER,250.0,science,201903,20010.0,66404.0
289,"Buttigieg, Pete",20010,RESEARCHER,250.0,science,201903,20010.0,66404.0
290,"Buttigieg, Pete",20002,CONSULTANT,500.0,business/gov,201902,20002.0,74303.0
291,"Buttigieg, Pete",20001,PROFESSOR,200.0,education,201903,20001.0,85976.0
292,"Buttigieg, Pete",20010,SENIOR RESEARCH ASSOCIATE,300.0,science,201903,20010.0,66404.0
293,"Buttigieg, Pete",20001,MANAGING DIRECTOR,1000.0,leadership,201903,20001.0,85976.0
294,"Buttigieg, Pete",20005,CONSULTANT,1000.0,business/gov,201903,20005.0,87676.0
295,"Buttigieg, Pete",20010,ATTORNEY,1000.0,law,201903,20010.0,66404.0
296,"Buttigieg, Pete",20005,THEATER DIRECTOR,250.0,leadership,201903,20005.0,87676.0
297,"Buttigieg, Pete",20005,THEATER DIRECTOR,1000.0,leadership,201903,20005.0,87676.0
298,"Buttigieg, Pete",20003,CONSULTANT,300.0,business/gov,201903,20003.0,112083.0
299,"Buttigieg, Pete",20001,TECHNOLOGY DIRECTOR,250.0,it,201902,20001.0,85976.0
300,"Buttigieg, Pete",20007,LAWYER,100.0,law,201903,20007.0,119267.0
301,"Buttigieg, Pete",20024,SENIOR PROJECT MANAGER,100.0,leadership,201903,20024.0,72389.0
302,"Buttigieg, Pete",20002,PROGRAMMER,250.0,other,201903,20002.0,74303.0
303,"Buttigieg, Pete",20003,LAWYER,1000.0,law,201903,20003.0,112083.0
